geo_value,time_value,cases,deaths,wili,wcli,doctor_visits_prior
25001,2020-04-20,32,0,0.0820908,0.0820908,6.0871614
25001,2020-04-21,8,1,0,0,6.0871614
25001,2020-04-22,6,5,0,0,18.2614842
25001,2020-04-23,30,1,0.9828448,0.9828448,6.0871614
25001,2020-04-24,39,4,1.1630086,1.1809228,6.0871614
25001,2020-04-25,9,5,1.515634,1.5234628,6.0871614
25001,2020-04-26,16,0,1.6383506,1.6413884,6.0871614
25001,2020-04-27,26,2,1.6061445,1.6075034,48.6972912
25001,2020-04-28,22,0,1.5211754,1.518105,12.1743228
25001,2020-04-29,22,1,1.5429516,1.5309124,6.0871614
25001,2020-04-30,18,3,0.7474875,0.735993,12.1743228
25001,2020-05-01,42,2,0.5407857,0.5407857,18.2614842
25001,2020-05-02,35,1,0.1601252,0.1601252,12.1743228
25001,2020-05-03,9,1,0,0,12.1743228
25001,2020-05-04,15,0,0,0,12.1743228
25001,2020-05-05,8,1,0,0,54.7844526
25001,2020-05-06,28,7,0,0,48.6972912
25001,2020-05-07,24,2,0,0,6.0871614
25001,2020-05-08,17,4,0,0,12.1743228
25001,2020-05-09,18,5,0,0,6.0871614
25001,2020-05-10,12,2,0,0,6.0871614
25001,2020-05-11,7,5,0,0,6.0871614
25001,2020-05-12,18,0,0,0,12.1743228
25001,2020-05-13,18,6,0,0,6.0871614
25001,2020-05-14,8,3,0,0,18.2614842
25001,2020-05-15,18,4,0,0,54.7844526
25001,2020-05-16,10,4,0,0,6.0871614
25001,2020-05-17,3,3,0.3023474,0.3023474,6.0871614
25001,2020-05-18,5,2,0.3995647,0.3995647,54.7844526
25001,2020-05-19,22,1,0.4246649,0.4246649,48.6972912
25001,2020-05-20,20,2,0.4068544,0.4068544,18.2614842
25001,2020-05-21,5,1,0.4237005,0.4237005,54.7844526
25001,2020-05-22,55,4,0.4355596,0.4355596,6.0871614
25001,2020-05-23,7,4,0.4215374,0.4215374,12.1743228
25001,2020-05-24,5,2,0.1013938,0.1013938,6.0871614
25001,2020-05-25,8,1,0.07475,0.07475,48.6972912
25001,2020-05-26,3,0,0.0664954,0.0664954,6.0871614
25001,2020-05-27,6,1,0.0668625,0.0668625,6.0871614
25001,2020-05-28,9,4,0.0657977,0.0657977,54.7844526
25001,2020-05-29,8,0,0.0668515,0.0668515,6.0871614
25001,2020-05-30,2,0,0.068103,0.1949564,18.2614842
25001,2020-05-31,7,1,0.0697806,0.2029875,6.0871614
25001,2020-06-01,112,2,0,0.1378574,48.6972912
25001,2020-06-02,6,0,0,0.1259338,6.0871614
25001,2020-06-03,5,3,0.2709496,0.3896167,6.0871614
25001,2020-06-04,8,0,0.2710593,0.3897837,48.6972912
25001,2020-06-05,3,2,0.244812,0.3503205,6.0871614
25001,2020-06-06,4,0,0.2545473,0.2545473,6.0871614
25001,2020-06-07,6,0,0.2501351,0.4379038,6.0871614
25001,2020-06-08,2,0,0.2441138,0.429376,12.1743228
25001,2020-06-09,4,0,0.2373101,0.6609441,12.1743228
25001,2020-06-10,5,4,0,0.4315219,48.6972912
25001,2020-06-11,7,0,0,0.4190332,12.1743228
25001,2020-06-12,5,0,0,0.4198524,6.0871614
25001,2020-06-13,7,1,0,0.4211973,48.6972912
25001,2020-06-14,1,2,0.1942229,0.4353863,6.0871614
25001,2020-06-15,2,0,0.1971882,0.4397318,48.6972912
25001,2020-06-16,5,1,0.2143173,0.2143173,18.2614842
25001,2020-06-17,3,2,0.3843783,0.2235827,18.2614842
25001,2020-06-18,5,2,0.3711872,0.2148409,18.2614842
25001,2020-06-19,6,1,0.3703869,0.244021,18.2614842
25001,2020-06-20,5,0,0.4883099,0.3619504,6.0871614
25001,2020-06-21,2,1,0.2536521,0.1238882,54.7844526
25001,2020-06-22,2,1,0.2527558,0.1233187,6.0871614
25001,2020-06-23,6,2,0.2427587,0.1169665,6.0871614
25001,2020-06-24,2,0,0.1126822,0.1126822,18.2614842
25001,2020-06-25,0,1,0.1210188,0.1210188,18.2614842
25001,2020-06-26,5,2,0.1174522,0.1174522,18.2614842
25001,2020-06-27,1,0,0,0,54.7844526
25001,2020-06-28,1,1,0,0,48.6972912
25001,2020-06-29,3,1,0,0,6.0871614
25001,2020-06-30,3,-1,0,0,6.0871614
25001,2020-07-01,4,1,0,0,6.0871614
25001,2020-07-02,5,2,0,0,54.7844526
25001,2020-07-03,6,1,0,0,12.1743228
25001,2020-07-04,0,1,0,0,6.0871614
25001,2020-07-05,4,0,0,0,48.6972912
25001,2020-07-06,4,1,0,0.1113798,6.0871614
25001,2020-07-07,0,0,0,0.1098359,6.0871614
25001,2020-07-08,2,0,0,0.1152995,48.6972912
25001,2020-07-09,3,0,0,0.1072211,12.1743228
25001,2020-07-10,4,1,0,0.1010001,6.0871614
25001,2020-07-11,4,0,0.0729168,0.1704958,18.2614842
25001,2020-07-12,4,0,0.0698471,0.1609501,18.2614842
25001,2020-07-13,4,0,0.0698128,0.0698128,6.0871614
25001,2020-07-14,4,1,0.0712459,0.0712459,48.6972912
25001,2020-07-15,7,0,0.069572,0.069572,18.2614842
25001,2020-07-16,3,0,0.0713638,0.0713638,48.6972912
25001,2020-07-17,7,1,0.0721975,0.0721975,48.6972912
25001,2020-07-18,9,1,0.1035328,0.1035328,12.1743228
25001,2020-07-19,10,0,0.1067175,0.1067175,48.6972912
25001,2020-07-20,13,0,0.4193235,0.4193235,54.7844526
25001,2020-07-21,4,0,0.6270055,0.6270055,6.0871614
25001,2020-07-22,5,0,1.0200528,1.0200528,54.7844526
25001,2020-07-23,24,1,0.9759644,0.9759644,54.7844526
25001,2020-07-24,12,0,0.9275852,0.9275852,6.0871614
25001,2020-07-25,4,0,0.7870929,0.7870929,48.6972912
25001,2020-07-26,9,0,0.7656376,0.7656376,6.0871614
25001,2020-07-27,5,0,0.5520078,0.5520078,18.2614842
25001,2020-07-28,20,0,0.3735812,0.3735812,18.2614842
25001,2020-07-29,13,0,0,0.4994999,18.2614842
25001,2020-07-30,11,1,0.2134187,0.7129186,12.1743228
25001,2020-07-31,3,0,0.2125452,0.712045,6.0871614
25001,2020-08-01,10,0,0.2248635,0.7243634,48.6972912
25001,2020-08-02,2,1,0.2208773,0.7203771,6.0871614
25001,2020-08-03,7,0,0.2218222,0.7213221,54.7844526
25001,2020-08-04,6,0,0.2208153,0.642878,12.1743228
25001,2020-08-05,8,0,0.2215922,0.2215922,6.0871614
25001,2020-08-06,5,0,0,0,12.1743228
25001,2020-08-07,11,0,0,0,54.7844526
25001,2020-08-08,4,1,0,0,6.0871614
25001,2020-08-09,2,0,0,0,6.0871614
25001,2020-08-10,2,0,0,0,6.0871614
25001,2020-08-11,1,0,0,0,18.2614842
25001,2020-08-12,0,0,0,0,6.0871614
25001,2020-08-13,0,0,0,0,12.1743228
25001,2020-08-14,0,0,0,0,6.0871614
25001,2020-08-15,0,0,0.4449446,0.4449446,18.2614842
25001,2020-08-16,0,0,0.4127179,0.4127179,6.0871614
25001,2020-08-17,0,0,0.4154999,0.4154999,6.0871614
25001,2020-08-18,0,0,0.3722736,0.3722736,18.2614842
25001,2020-08-19,0,6,0.3606613,0.3606613,6.0871614
25001,2020-08-20,0,0,0.37883,0.37883,6.0871614
25001,2020-08-21,14,0,0.3862732,0.3862732,48.6972912
25001,2020-08-22,0,0,0,0,6.0871614
25001,2020-08-23,0,0,0,0,48.6972912
25001,2020-08-24,2,0,0.2050396,0.2050396,48.6972912
25001,2020-08-25,6,0,0.2304699,0.2304699,54.7844526
25001,2020-08-26,3,1,0.238897,0.238897,12.1743228
25001,2020-08-27,4,0,0.2313613,0.2313613,6.0871614
25001,2020-08-28,7,0,0.2091466,0.2091466,54.7844526
25001,2020-08-29,5,0,0,0,6.0871614
25001,2020-08-30,9,0,0,0,12.1743228
25001,2020-08-31,5,0,0,0,6.0871614
25001,2020-09-01,6,0,0,0,6.0871614
25001,2020-09-02,6,0,0,0,54.7844526
25001,2020-09-03,6,1,0.1167052,0.1167052,6.0871614
25001,2020-09-04,0,2,0.1044938,0.1044938,6.0871614
25001,2020-09-05,0,1,0.109322,0.109322,6.0871614
25001,2020-09-06,0,0,0.2973857,0.2973857,6.0871614
25001,2020-09-07,0,0,0.2917037,0.2917037,6.0871614
25001,2020-09-08,16,0,0.2998087,0.2998087,48.6972912
25001,2020-09-09,1,0,0.3187187,0.3187187,6.0871614
25001,2020-09-10,4,-1,0.1995114,0.1995114,48.6972912
25001,2020-09-11,0,1,0.2033003,0.2033003,48.6972912
25001,2020-09-12,9,0,0.2388985,0.2388985,6.0871614
25001,2020-09-13,6,0,0,0,6.0871614
25001,2020-09-14,1,1,0,0,6.0871614
25001,2020-09-15,4,0,0,0,48.6972912
25001,2020-09-16,3,1,0,0,18.2614842
25001,2020-09-17,3,0,0,0,48.6972912
25001,2020-09-18,4,0,0,0,48.6972912
25001,2020-09-19,8,1,0,0,18.2614842
25001,2020-09-20,1,0,0,0,6.0871614
25001,2020-09-21,7,0,0,0,6.0871614
25001,2020-09-22,1,1,0,0,6.0871614
25001,2020-09-23,0,0,0,0,6.0871614
25001,2020-09-24,8,1,0,0,54.7844526
25001,2020-09-25,8,0,0,0,48.6972912
25001,2020-09-26,14,0,0,0,6.0871614
25001,2020-09-27,7,0,0,0,54.7844526
25001,2020-09-28,9,0,0,0,54.7844526
25001,2020-09-29,13,0,0,0,12.1743228
25001,2020-09-30,7,0,0,0,6.0871614
25001,2020-10-01,13,0,0,0,6.0871614
25001,2020-10-02,8,0,0,0,54.7844526
25001,2020-10-03,11,0,0,0,6.0871614
25001,2020-10-04,6,0,0.3684077,0,48.6972912
25001,2020-10-05,3,0,0.3808077,0,18.2614842
25001,2020-10-06,5,0,0.3798026,0,48.6972912
25001,2020-10-07,5,1,0.378589,0,48.6972912
25001,2020-10-08,12,0,0.3070527,0,6.0871614
25001,2020-10-09,6,0,0.3031131,0,6.0871614
25001,2020-10-10,3,1,0.2914265,0,18.2614842
25001,2020-10-11,5,0,0,0,18.2614842
25001,2020-10-12,13,1,0,0,48.6972912
25001,2020-10-13,2,1,0,0,54.7844526
25001,2020-10-14,0,0,0,0,12.1743228
25001,2020-10-15,5,0,0,0,6.0871614
25001,2020-10-16,6,2,0,0,6.0871614
25001,2020-10-17,0,1,0,0,6.0871614
25001,2020-10-18,8,0,0,0,48.6972912
25001,2020-10-19,2,0,0,0,6.0871614
25001,2020-10-20,4,0,0,0,6.0871614
25001,2020-10-21,9,0,0,0,6.0871614
25001,2020-10-22,11,1,0.5912066,0.5912066,6.0871614
25001,2020-10-23,7,0,0.6069022,0.6069022,48.6972912
25001,2020-10-24,4,0,0.6154444,0.6154444,6.0871614
25001,2020-10-25,11,0,1.0366728,1.0366728,6.0871614
25001,2020-10-26,24,0,1.1118657,1.1118657,18.2614842
25001,2020-10-27,24,0,1.0910083,1.0910083,6.0871614
25001,2020-10-28,7,1,1.1612715,1.1612715,12.1743228
25001,2020-10-29,5,0,0.441316,0.441316,18.2614842
25001,2020-10-30,16,0,0.4593208,0.4593208,12.1743228
25001,2020-10-31,9,2,0.450519,0.450519,6.0871614
25001,2020-11-01,22,0,0,0,48.6972912
25001,2020-11-02,9,0,0,0,18.2614842
25001,2020-11-03,5,0,0,0,12.1743228
25001,2020-11-04,13,1,0,0,6.0871614
25001,2020-11-05,11,0,0,0,6.0871614
25001,2020-11-06,22,0,0,0,12.1743228
25001,2020-11-07,12,0,0,0,12.1743228
25001,2020-11-08,16,0,0,0,54.7844526
25001,2020-11-09,11,0,,,18.2614842
25001,2020-11-10,30,0,,,6.0871614
25001,2020-11-11,22,0,0,0,48.6972912
25001,2020-11-12,8,0,0,0,54.7844526
25001,2020-11-13,33,0,0,0,18.2614842
25001,2020-11-14,23,1,0,0,6.0871614
25001,2020-11-15,21,1,0,0,54.7844526
25001,2020-11-16,18,0,0,0,12.1743228
25001,2020-11-17,69,0,0,0,6.0871614
25001,2020-11-18,52,2,0,0,12.1743228
25001,2020-11-19,30,0,0.2546267,0.2546267,54.7844526
25001,2020-11-20,32,0,0.2569072,0.2569072,6.0871614
25001,2020-11-21,138,0,0.2939417,0.2939417,6.0871614
25001,2020-11-22,34,0,0.2810579,0.2810579,18.2614842
25001,2020-11-23,31,0,0.3037296,0.3037296,48.6972912
25001,2020-11-24,70,0,0.364755,0.364755,48.6972912
25001,2020-11-25,68,1,0.3787426,0.3787426,48.6972912
25001,2020-11-26,0,0,0,0,18.2614842
25001,2020-11-27,71,0,0,0,18.2614842
25001,2020-11-28,77,1,0.1285926,0.1285926,48.6972912
25001,2020-11-29,43,0,0.1237751,0.1237751,6.0871614
25001,2020-11-30,27,0,0.1105455,0.1105455,12.1743228
25001,2020-12-01,82,0,0.1105896,0.1105896,12.1743228
25001,2020-12-02,75,2,0.1069071,0.1069071,18.2614842
25001,2020-12-03,85,1,0.1034754,0.1034754,6.0871614
25001,2020-12-04,83,2,0.09839,0.09839,12.1743228
25001,2020-12-05,57,0,0.2484872,0,54.7844526
25001,2020-12-06,48,0,0.2628426,0,12.1743228
25001,2020-12-07,37,0,0.2888342,0,18.2614842
25001,2020-12-08,40,1,0.2879243,0,12.1743228
25001,2020-12-09,117,2,0.2833111,0,54.7844526
25001,2020-12-10,68,2,0.2776055,0,6.0871614
25001,2020-12-11,82,0,0.2793175,0,12.1743228
25001,2020-12-12,64,2,0,0,12.1743228
25001,2020-12-13,65,2,0,0,12.1743228
25001,2020-12-14,48,1,0.3004475,0.3004475,6.0871614
25001,2020-12-15,88,0,0.2871335,0.2871335,54.7844526
25001,2020-12-16,92,4,0.2882129,0.2882129,12.1743228
25001,2020-12-17,62,1,0.297022,0.297022,18.2614842
25001,2020-12-18,84,1,0.3004367,0.3004367,48.6972912
25001,2020-12-19,131,2,0.8319465,0.8319465,18.2614842
25001,2020-12-20,64,2,0.8230523,0.8230523,54.7844526
25001,2020-12-21,57,0,0.9732808,0.878983,12.1743228
25001,2020-12-22,175,0,1.0089587,0.9104387,18.2614842
25001,2020-12-23,0,0,0.9977946,0.9079469,18.2614842
25001,2020-12-24,0,9,0.9591099,0.8673622,48.6972912
25001,2020-12-25,0,-9,0.9666021,0.8739605,18.2614842
25001,2020-12-26,0,0,0.9026916,0.8073863,12.1743228
25001,2020-12-27,0,0,0.8766391,0.7841634,18.2614842
25001,2020-12-28,-181,3,0.5845329,0.5845329,48.6972912
25001,2020-12-29,64,9,0.7576804,0.7576804,6.0871614
25001,2020-12-30,56,5,0.7649659,0.7649659,48.6972912
25001,2020-12-31,159,4,0.6771162,0.6771162,12.1743228
25001,2021-01-01,0,0,0.8264164,0.8264164,18.2614842
25003,2020-02-01,,,,,54.7844526
25003,2020-02-02,,,,,6.0871614
25003,2020-02-03,,,,,12.1743228
25003,2020-02-04,,,,,6.0871614
25003,2020-02-05,,,,,54.7844526
25003,2020-02-06,,,,,54.7844526
25003,2020-02-07,,,,,6.0871614
25003,2020-02-08,,,,,18.2614842
25003,2020-02-09,,,,,6.0871614
25003,2020-02-10,,,,,48.6972912
25003,2020-02-11,,,,,12.1743228
25003,2020-02-12,,,,,18.2614842
25003,2020-02-13,,,,,48.6972912
25003,2020-02-14,,,,,6.0871614
25003,2020-02-15,,,,,12.1743228
25003,2020-02-16,,,,,54.7844526
25003,2020-02-17,,,,,48.6972912
25003,2020-02-18,,,,,12.1743228
25003,2020-02-19,,,,,18.2614842
25003,2020-02-20,0,0,,,6.0871614
25003,2020-02-21,0,0,,,48.6972912
25003,2020-02-22,0,0,,,6.0871614
25003,2020-02-23,0,0,,,48.6972912
25003,2020-02-24,0,0,,,18.2614842
25003,2020-02-25,0,0,,,48.6972912
25003,2020-02-26,0,0,,,6.0871614
25003,2020-02-27,0,0,,,12.1743228
25003,2020-02-28,0,0,,,12.1743228
25003,2020-02-29,0,0,,,48.6972912
25003,2020-03-01,0,0,,,54.7844526
25003,2020-03-02,0,0,,,12.1743228
25003,2020-03-03,0,0,,,48.6972912
25003,2020-03-04,0,0,,,12.1743228
25003,2020-03-05,0,0,,,6.0871614
25003,2020-03-06,0,0,,,18.2614842
25003,2020-03-07,0,0,,,18.2614842
25003,2020-03-08,1,0,,,12.1743228
25003,2020-03-09,4,0,,,18.2614842
25003,2020-03-10,2,0,,,18.2614842
25003,2020-03-11,0,0,,,54.7844526
25003,2020-03-12,2,0,,,12.1743228
25003,2020-03-13,0,0,,,48.6972912
25003,2020-03-14,0,0,,,18.2614842
25003,2020-03-15,0,0,,,6.0871614
25003,2020-03-16,2,0,,,6.0871614
25003,2020-03-17,3,0,,,6.0871614
25003,2020-03-18,3,0,,,12.1743228
25003,2020-03-19,1,0,,,12.1743228
25003,2020-03-20,2,0,,,12.1743228
25003,2020-03-21,1,0,,,6.0871614
25003,2020-03-22,2,1,,,48.6972912
25003,2020-03-23,3,0,,,12.1743228
25003,2020-03-24,11,1,,,54.7844526
25003,2020-03-25,34,0,,,6.0871614
25003,2020-03-26,2,0,,,6.0871614
25003,2020-03-27,32,2,,,6.0871614
25003,2020-03-28,14,0,,,6.0871614
25003,2020-03-29,32,1,,,12.1743228
25003,2020-03-30,11,0,,,48.6972912
25003,2020-03-31,9,1,,,18.2614842
25003,2020-04-01,12,0,,,6.0871614
25003,2020-04-02,30,1,,,12.1743228
25003,2020-04-03,27,0,,,6.0871614
25003,2020-04-04,13,3,,,6.0871614
25003,2020-04-05,5,3,,,12.1743228
25003,2020-04-06,10,0,,,12.1743228
25003,2020-04-07,10,5,0.4620279,0.3071343,48.6972912
25003,2020-04-08,3,2,0.2457722,0.1626077,48.6972912
25003,2020-04-09,23,1,0.7566284,0.6987634,54.7844526
25003,2020-04-10,25,1,0.6179483,0.5724187,6.0871614
25003,2020-04-11,7,0,0.7456977,0.7057144,6.0871614
25003,2020-04-12,14,0,0.7388308,0.6994224,54.7844526
25003,2020-04-13,5,0,0.7306201,0.6856627,12.1743228
25003,2020-04-14,5,1,0.8444347,0.6945752,6.0871614
25003,2020-04-15,10,0,1.5159025,1.3167221,6.0871614
25003,2020-04-16,12,3,1.311721,1.0138896,18.2614842
25003,2020-04-17,1,0,1.7512964,1.3337872,6.0871614
25003,2020-04-18,2,1,1.406733,0.9925125,18.2614842
25003,2020-04-19,2,1,2.1283301,1.7900182,18.2614842
25003,2020-04-20,0,0,3.2234119,2.8140454,6.0871614
25003,2020-04-21,17,1,3.0284529,3.0284529,12.1743228
25003,2020-04-22,0,2,2.3058367,2.3058367,6.0871614
25003,2020-04-23,14,0,1.8800134,1.8800134,6.0871614
25003,2020-04-24,7,0,1.7113529,1.7113529,48.6972912
25003,2020-04-25,0,0,1.6251475,1.6251475,6.0871614
25003,2020-04-26,3,0,0.7116432,0.7116432,6.0871614
25003,2020-04-27,0,0,0,0,12.1743228
25003,2020-04-28,2,0,0,0,18.2614842
25003,2020-04-29,10,3,0,0,6.0871614
25003,2020-04-30,2,1,0,0,6.0871614
25003,2020-05-01,2,1,0.1062928,0.1062928,18.2614842
25003,2020-05-02,4,0,0.1075537,0.1075537,12.1743228
25003,2020-05-03,3,0,0.390485,0.390485,6.0871614
25003,2020-05-04,2,0,0.3871862,0.3871862,48.6972912
25003,2020-05-05,4,0,0.3777499,0.487877,6.0871614
25003,2020-05-06,4,1,0.3641998,0.4703136,48.6972912
25003,2020-05-07,3,0,0.3769744,0.4868718,12.1743228
25003,2020-05-08,8,0,0.2933306,0.407385,12.1743228
25003,2020-05-09,0,0,0.3005414,0.4173443,6.0871614
25003,2020-05-10,3,0,0,0.1160294,6.0871614
25003,2020-05-11,3,0,0,0.1197233,6.0871614
25003,2020-05-12,7,0,0,0,12.1743228
25003,2020-05-13,1,0,0,0.1844638,6.0871614
25003,2020-05-14,2,0,0,0.1716382,12.1743228
25003,2020-05-15,3,0,0,0.129562,18.2614842
25003,2020-05-16,4,0,0.1307853,0.1239836,6.0871614
25003,2020-05-17,2,0,0.1248391,0.1224415,6.0871614
25003,2020-05-18,0,0,0.1145307,0.1640769,18.2614842
25003,2020-05-19,0,0,0.1121997,0.1621899,12.1743228
25003,2020-05-20,3,0,0.1630605,0.1106,6.0871614
25003,2020-05-21,9,0,0.2571058,0.2057189,6.0871614
25003,2020-05-22,1,1,0.2926389,0.2272533,18.2614842
25003,2020-05-23,5,0,0.1855956,0.2330076,48.6972912
25003,2020-05-24,5,0,0.1827397,0.2291662,6.0871614
25003,2020-05-25,3,0,0.1908113,0.1908113,6.0871614
25003,2020-05-26,14,1,0.3216132,0.3216132,6.0871614
25003,2020-05-27,2,1,0.468741,0.468741,54.7844526
25003,2020-05-28,0,0,0.3355907,0.3355907,54.7844526
25003,2020-05-29,5,0,0.322297,0.322297,6.0871614
25003,2020-05-30,0,0,0.310654,0.310654,18.2614842
25003,2020-05-31,0,0,0.3021503,0.3021503,54.7844526
25003,2020-06-01,22,0,0.3014006,0.3014006,48.6972912
25003,2020-06-02,0,0,0.1644907,0.1644907,6.0871614
25003,2020-06-03,0,0,0,0,6.0871614
25003,2020-06-04,2,0,0,0,12.1743228
25003,2020-06-05,3,0,0,0,12.1743228
25003,2020-06-06,2,0,0,0,18.2614842
25003,2020-06-07,1,0,0,0,48.6972912
25003,2020-06-08,0,1,0,0,12.1743228
25003,2020-06-09,0,0,0,0,6.0871614
25003,2020-06-10,0,0,0,0,18.2614842
25003,2020-06-11,1,0,0,0,6.0871614
25003,2020-06-12,0,1,0,0,54.7844526
25003,2020-06-13,3,0,0,0,18.2614842
25003,2020-06-14,0,0,0,0,54.7844526
25003,2020-06-15,0,0,0,0,6.0871614
25003,2020-06-16,0,0,0,0,6.0871614
25003,2020-06-17,4,0,0,0,6.0871614
25003,2020-06-18,2,0,0.705958,0.705958,18.2614842
25003,2020-06-19,1,2,0.6303606,0.6303606,54.7844526
25003,2020-06-20,1,0,0.6261305,0.6261305,18.2614842
25003,2020-06-21,4,0,0.6232539,0.6232539,6.0871614
25003,2020-06-22,1,0,0.6416743,0.6416743,48.6972912
25003,2020-06-23,0,0,0.9838024,0.9838024,54.7844526
25003,2020-06-24,0,0,1.069127,1.069127,12.1743228
25003,2020-06-25,0,0,0.3745476,0.3745476,6.0871614
25003,2020-06-26,1,0,0.3929398,0.3929398,6.0871614
25003,2020-06-27,2,0,0.349876,0.349876,6.0871614
25003,2020-06-28,0,0,0.4140271,0.4140271,6.0871614
25003,2020-06-29,0,0,0.3815505,0.3815505,48.6972912
25003,2020-06-30,0,0,0.5237227,0.5237227,18.2614842
25003,2020-07-01,3,0,0.4999511,0.4999511,6.0871614
25003,2020-07-02,3,0,0.5235692,0.5235692,6.0871614
25003,2020-07-03,2,1,0.5214869,0.5214869,6.0871614
25003,2020-07-04,0,0,0.5271797,0.5271797,18.2614842
25003,2020-07-05,0,0,0.4715094,0.4715094,18.2614842
25003,2020-07-06,2,0,0.4679008,0.4679008,6.0871614
25003,2020-07-07,0,0,0.2990066,0.2990066,12.1743228
25003,2020-07-08,0,0,0.3027083,0.3027083,6.0871614
25003,2020-07-09,5,0,0.2967519,0.2967519,12.1743228
25003,2020-07-10,1,0,0.3037279,0.3037279,54.7844526
25003,2020-07-11,1,0,0.3112359,0.3112359,18.2614842
25003,2020-07-12,2,0,0.3064108,0.3064108,54.7844526
25003,2020-07-13,2,0,0.3071285,0.3071285,6.0871614
25003,2020-07-14,0,0,0,0.0918901,12.1743228
25003,2020-07-15,0,0,0,0.0908315,12.1743228
25003,2020-07-16,1,0,0.4547533,0.5385274,48.6972912
25003,2020-07-17,2,0,0.4338972,0.5163724,54.7844526
25003,2020-07-18,4,0,0.798345,0.8749718,6.0871614
25003,2020-07-19,1,0,0.8031663,0.8815585,18.2614842
25003,2020-07-20,1,0,1.167885,1.2577388,48.6972912
25003,2020-07-21,1,0,1.6668465,1.6668465,12.1743228
25003,2020-07-22,1,0,1.6208099,1.6208099,6.0871614
25003,2020-07-23,3,0,1.1755198,1.1755198,6.0871614
25003,2020-07-24,7,0,1.2326853,1.2326853,6.0871614
25003,2020-07-25,2,0,0.9663552,0.9663552,6.0871614
25003,2020-07-26,5,0,1.0102772,1.0102772,6.0871614
